Recipe Id,Recipe,Curray Name,Main Category,Sub Category,Estimated Time,Sri Lankan Cuisine,Province,Health Status
28,"Black Pork Curry Sri Lankan
Print Recipe
5 from
1 vote
Black Pork Curry (Kalu Uru-Mas Curry)
 Author: Roshani Wickramasinghe
 Cooking Method: Simmering, Tempering(spices)
 Cuisine: Sri Lankan
 Courses:
Dinner
,
Lunch
 Recipe Keys:
Difficulty:
Beginner
Prep Time
10 mins
Cook Time
60 mins
Total Time
1 hr 10 mins
Servings:
8
Description
Don't be fooled by the black color, this very popular Sri Lankan Black Pork curry is so tender and super flavorful, and smoky. It's a one-pot curry and easy to make. You got to give it a try! 

",Black Pork Curry (Kalu Uru-Mas Curry),Curries,Spicy Flavour,10-20,Lunch,Western,Healthy
29,"Ingredients
Servings
2

4 tsp Loose leaf tea/ Ground Tea (preferably Ceylon Tea)

1⁄2 cups Water

2 1⁄2 cups Fresh milk

3 tsp Sugar (adjust to your preference)
Instructions
Add loose-leaf tea/ground tea and water into a tall saucepan. Slowly keep simmering until the water reduces in half and looks dark red/golden in color. 

highly recommend keeping a separate pot for tea and other beverages.
Pour Milk into the saucepan. And let the milk slowly come to simmer. Keep the heat on medium low. Stir it a few times so the ground tea won't sink and stick to the bottom of the pan. Once the milk start to bibble up rapidly, turn the heat off immedietly before the milk boil over. 

Don't distract yourself when you have a heating milk pot on the stove. Trust me I'm speaking from experience haha
Mix in sugar to your taste(Or serve it on side so everyone can add sugar as they prefer). Strain with a tea strainer and serve! ",Sri Lankan Milk Tea,Drinks,Hot,1-10,Dines,Western,Healthy
30,"Ingredients
Servings
4
To Marinate Salmon

450 g Fresh Salmon, Skin on, Cut into large 3 inch pieces or strips

1⁄2 tsp chili powder or paprika

1⁄2 tsp freshly ground black pepper

1⁄4 tsp salt

1 Small wedge of lime
Other

2 tbsp Avocado oil or other neutral cooking oil

4 large cloves of garlic

1⁄2 Inch piece of ginger

1⁄8 tsp fenugreek seeds

2 Pieces of Ceylon cinnamon, roughly 2 inches long

1 large piece of goraka/garcinia (see the description for substitutes)

1⁄2 cup Onion, finely chopped

1 Sprig of curry leaves

1 Small pandan leaf broken into pieces

1 tsp chili powder or paprika

1 tsp unroasted curry powder (see the description)

1⁄4 tsp turmeric powder

salt to your taste (start with about 1/4 of a tsp. You can adjust after tasting the curry later)

1⁄2 cup thick coconut milk (I use canned)

1 cup water (adjust as how thick or runny you like the curry)

1 lime or lemon to make zest

3 green chilies (optional)
Instructions
Marinate Salmon:
Add the marinating ingredients (chili powder, black pepper, salt and lime) to the salmon pieces. Gently rub the ingredients into the Salmon pieces to coat them. Set it aside and let it marinate for about 30 minutes.


Prepare crushed ginger and garlic:
Meanwhile, Add ginger and garlic into a mortar and pestle. Pound until it becomes a rough paste. If you don't have a mortar and pestle, chop them finely. 


Sear the salmon pieces:
When the salmon is marinated, heat a saute pan or a flat-bottom wok. Add oil. Let the oil heat up very well. Place the salmon pieces on the pan, skin side down. Let them fry for about one minute or until the skin starts to turn golden on the edges. And then carefully flip them using tongs and sear the other side for about another minute. Salmon will still be raw in the middle. Don't worry, we are going to simmer them later in the curry. 


Remove the seared salmon pieces into a clean plate and set them aside.

Sauté the aromatics:
To the same pan/wok, add fenugreek seeds, Ceylon cinnamon sticks, Goraka  (check the description for substitutes), crushed ginger and garlic, curry leaves, pandan leaves, and onion.  Saute until onions start to soften and cook down. 


Add spices:
Lower the heat and add chili powder, curry powder, turmeric powder, and salt. Mix with the onions and saute for about a minute until the mixture becomes darker in color and aromatic. 


Simmer the sauce:
Add coconut milk and water. Stir well to combine with the spices and aromatics. Let them simmer for about 5 - 8 minutes on low heat. Stir it from time to time. Do NOT cover with a lid, as the coconut milk can boil over. (If you use freshly squeezed coconut milk, just add the water first, simmer for about 5 minutes, and then add the coconut milk and keep stirring for about a minute. fresh coconut milk tends to curdle with heat) You can add more coconut milk/water if the curry reduces too much.


Adding Salmon:
Gently place the salmon pieces in the curry, skin side down. With the help of a spoon, slowly baste the salmon pieces with the curry sauce for about 2 minutes. Please do not touch the salmon pieces too much as they can flake or break into pieces. 


Adding zest and adjusting seasoning
Add lemon or lime zest (I usually use 1/2 of a large lime for 1lb/450g of salmon). Also add the green chilies to the curry. Baste the salmon pieces again to mix the zest with the curry. You can gently shake and turn the pan/wok to move the sauce around. Taste the curry and adjust the seasoning. If the curry tastes bland it usually lacks salt. If the curry is not tangy enough, you can add a few drops of lime/lemon juice when the curry is done cooking (adding lime to coconut milk while it's simmering can make the milk curdle. So it's best to wait until the end to add citrus).  Let the curry simmer for another few minutes in the sauce until the salmon pieces are nice and cooked all the way through and the curry has somewhat thickened. 

",Salmon Curry with Coconut Milk,Curries,Kirata(Using Coconut Milk),10-20,"Lunch,Breakfast,Dinner",Western,Healthy
31,"Ingredients
Servings
4

1 medium Ridge Gourd / Watakolu (about 430g each before cleaning)

1⁄4 of a medium onion, finely chopped

2 garlic cloves, chopped

2 green chilies sliced

1⁄8 tsp fenugreek seeds

1⁄2 tsp Turmeric powder

1 tsp Sri Lankan unroasted curry powder (check the description for substitutes)

2 inch piece of Ceylon Cinnamon broken into pieces

1 sprig curry leaves, broken into halves

1 small pandan leaf broken into pieces

1⁄2 cup water

1⁄2 cup thick coconut milk (I used canned)

salt to your taste

1 small piece of lime (optional, adjust to your taste)
Instructions
Cut the Ridge Gourd/ Watakolu into three of four pieces so it's easily manageable. Then cut and discard the ridges (watch the video). Do not remove whole green skin. It helps to retain the shape of the pieces and is perfectly edible. 

Cut the Gourd into roughly 1 cm thick slices. 

Add everything except Coconut milk into a medium pot. Mix well. Cover and cook on medium-low heat until all the pieces are softened. 

Add the coconut milk. Mix. Taste and adjust the salt as you like. Let the coconut milk come to a simmer. Stir for about 30 seconds. Then turn off the heat. ",Sri Lankan Ridge Gourd/ Watakolu Curry,Curries,Kirata(Using Coconut Milk),10-20,Lunch,Western,Healthy
32,"Ingredients
Servings
4

2 tbsp coconut/vegetable/avocado oil

3 medium size Asian eggplants (roughly about 550g for 3))

1⁄2 tsp Turmeric powder

Salt to your taste

5 cloves of garlic minced

1 sprig of curry leaves

1⁄2 of a large onion sliced (about 130g)

3 green chilies cut into halves lengthwise

2 tsp chili flakes (adjust to your taste)

1.5 tbsp Maldive fish chips (check the description for substitutes)

1 medium size tomato cut into wedges
Instructions
Cut the eggplants into 1.5-inch log-shaped pieces. Then cut each piece into 4 wedge-shaped pieces.

Heat oil in a large pan (preferably a ceramic or a nonstick pan). Add eggplants and spread them around the pan. Keep the heat on medium. Let the eggplants fry in oil, undisturbed, until the sides that touch the pan turn golden or light brown. Then flip the eggplants and let them fry again until the color turns golden. 

Sprinkle turmeric powder and gently mix everything. Fry again until eggplant pieces turn somewhat tender. Gently mix from time to time. Do not close the lid as this would make the eggplants steam instead of frying.

Then add the salt, garlic, curry leaves, onion, green chilies, chili flakes, and Maldive fish chips. Mix everything well. 

I usually break the curry leaves in half before adding.
Cover and cook until onions are wilted and eggplants are soft. Taste and adjust salt as needed. If too much liquid accumulates in the pan, remove the cover.

Add tomatoes. Mix gently with everything. Cook for about a minute uncovered and turn off the heat. 

 ",Sri Lankan Eggplant Stir-Fry,Curries,Fried,10-20,Lunch,Western,Healthy
33,"Ingredients
Servings
20
For the Dates pulp

150 g Pitted dates

1⁄2 cup hot freshly brewed tea (no sugar added)
For the flour mix

150 g All purpose flour

1 tsp Baking powder

1⁄2 tsp Baking soda

1⁄4 tsp Salt
For the spice mix

6 Cardamom pods (see notes)

5 Cloves
To make the Cake

340 g Kithul Treacle or Coconut treacle

310 g grated coconut (310g = 11 oz, see notes)

50 g Cashews cut into pieces

55 g Butter, cut into cubes (55g equals to 4tbsp or half a stick)

3 large eggs

1 tsp Vanilla extract
To butter the baking pan

1 tbsp Butter
Instructions
Make the date pulp
Chop the pitted dates into small pieces and add them to a heat-proof small bowl or a cup. Pour the hot tea over it and let them soak for about 20 minutes. 


You can continue to the next steps while the dates are soaking. Tea helps to make the cake turn darker in color. You can substitute tea with hot water or milk as well.
After 20 minutes, mash them into a paste using a spoon or with your fingers. Keep it aside to cool down.


Make the Spice mix
Add cardamom and cloves to a mortar and pestle. Pound them until the cardamom seeds and cloves turn into a fine powder. Pick and discard the cardamom shells. Keep it aside. 


Sieve the flour mix
Into a bowl, sieve all-purpose flour, baking powder, baking soda, and salt. Give a quick mix. Keep it aside. 


You can also do this step while the coconut and treacle mixture / pol pani mix cools down (in the next step) to save time
Make Pol Pani (coconut treacle mix)
Reserve 3 tbsp treacle for later to brush on the cake. Add the rest of the treacle to a large deep pan. Turn on the heat and bring the treacle to a simmer. Add the spice mix you made and the grated coconut. Mix and cook until the mixture starts to thicken up. Keep it in medium heat. Continue stirring to stop the syrup from burning and to speed up the thickening process.


Mix the add-ons
When the coconut-treacle mixture thickened up, turn off the heat. Add mashed dates, 2/3 of the cashews (keep the rest to sprinkle on top of the cake), and Butter. Mix well until the butter is melted and the mixture is well combined. Let the mixture cools down to room temperature. 


Meanwhile, preheat the oven to 350F/175c for at least 20 minutes. Butter an 8-inch * 8-inch cake pan. Line the cake pan with parchment paper and apply butter again. Make sure to leave a small flap of parchment paper so it's easier to lift the cake when it's baked.


When the coconut mixture is cooled down, add the eggs and vanilla. Mix well until you don't see any unmixed egg yolks or whites. 


It's very important that the mixture and the pan has cooled down before you add eggs to stop the eggs from coagulating/cooking.
Then add the flour mixture, a little by little, to the coconut mixture. Gently mix with the spoon until no flour lumps are left. Do not over mix as it can affect the texture of the cake.


Transfer the mixture to a baking tray. Tap on the counter to remove any air bubbles.


Sprinkle the rest of the cashews on the top.


Bake the cake in the preheated oven for 35 - 45 minutes or until the middle is not jiggly and when you insert a toothpick into the middle, it shouldn't come out with wet batter. 

Let the cake bake for at least 35 minutes, undisturbed without opening the oven door. Sudden drop of oven temperature can make the middle of the cake to sink.
When the timer is up, take the cake out. Brush the cake with the rest of the treacle. Bake it again for another 5 minutes.


After 5 minutes, take the cake out of the baking tray to stop it from baking any further. Cool it down on a cooling rack.

You can serve it now or it will taste even better the next day. Store the cake in a sealed container, wrapped with plastic wrap and it will last about 4 - 5 days without refrigeration. ",Sri Lankan Coconut Cake,Dessert,Dessert,20+ ,Dines,Western,Healthy
34,"

2 tbsp coconut oil (vegetable oil/canola oil works too)

4 inch piece of cinnamon stick, broken into pieces

4 cloves of garlic chopped

1⁄3 cup finely chopped onion

1 sprig of curry leaves

1 small pandan leaf broken into pieces

2 tsp chili powder

1 tbsp roasted curry powder

1⁄4 tsp salt (you can adjust later to your taste)

1 1⁄2 cup water

3 tbsp sugar
Instructions
Prepping
Cut mangoes in half (cut the seeds and the seed-shell as well). Discard the seed which is inside the seed-shell. Cut each half into 2 - 4 pieces depending on the size of the mangoes.  Add salt, turmeric powder and black pepper powder and mix well. Let the mango pieces marinate until you prepare other ingredients.


The seed shell helps to keep the flesh intact otherwise the curry can turn mushy.


optional step
Add cloves, cardamom, and Maldive fish chips to the mortar and pestle. Crush them until there aren't any large chunks left. 

You can make the spices into a powder too or leave them whole. I like to crush them a little bit so I don't bite into large chunks of spices or hard Maldive fish chips. Also the powdered spices are stronger than whole spices.
Making the Curry
Heat a large clay pot or a heavy bottom pot or a saucepan. Add oil and let the oil heat up. Add cinnamon, onion, garlic, curry leaves and pandan leaves. Saute. When garlic onion start to turn translucent, add the crushed spices and Maldive fish chips. Saute until garlic and onions turn brown. 


Lower the heat. Add chili powder, roasted curry powder, and salt. Saute until the curry powder and chili powder starts to turn dark brown. 


Adding a little bit of salt along with chili powder reduces the amount of smoke it produces.
Add the mango pieces. Mix well with all the ingredients that are in the pot.


Add water. Turn the heat to medium. Cook uncovered until water starts to simmer.


When the water starts to simmer, lower the heat to medium to low, cover the pot with a lid, and cook for about 45 minutes - 1 hour until mango pieces are soft and tender. Add some water if you feel like the pot is drying out while cooking.

When mango pieces are fully cooked and tender, add sugar and mix well. Taste and adjust salt if needed. 


Cook the curry uncovered until you get the desired thickness of gravy. Mango curry will turn darker in color as you cook it down.

",Sri Lankan Mango Curry,Curries,Kirata(Using Coconut Milk),10-20,"Lunch,Dinner",Western,Healthy
35,"Ingredients
Servings
4

1⁄2 tsp black peppercorns

1⁄2 tsp salt (start with a smaller amount and adjust later to your taste)

1⁄2 tbsp Maldive fish chips/Umbalakada (Optional. Adds umami flavor and aroma)

1 small sprig of curry leaves

1 clove of garlic

2 green habanero/green chili or any type of aromatic spicy chili peppers

1⁄3 cup chopped red onions (Asian shallots are great too)

1.5 cup grated coconut (fresh or frozen)

1 large lime wedge (adjust to your taste)
Instructions
In to the mortar and pestle, add peppercorns, salt, and Maldive fish chips. Pound them until they become a coarse powder or until no large pieces are left.

Then add the chili peppers cut in halves (otherwise they can pop as you pound them), garlic, and curry leaves. Pound them until everything become a coarse paste.

Add chopped onions and grated coconut into the mortar. Pound them until everything is very well mixed together. You may have to mix it with a spoon a few times as well to make sure everything is well combined. 

Finally, add lime juice and more salt if needed. Pound again for a few seconds to mix. Taste and adjust seasonings to your liking. ",Sri Lankan White Coconut Sambol,Curries,Spicy Flavour,10-20,"Lunch,Dinner",Western,Healthy
36,"Ingredients
Servings
3
For the dough

350 g Bread flour/strong white flour (flour with high gluten specifically to make bread/pizza)

150 g Whole wheat flour

200 g Warm water (shouldn't be too hot. (120f/48c is ideal))

140 g warm milk (shouldn't be too hot. (120f/48c is ideal))

20 g Sugar

20 g Butter

7 g Rapid rise yeast/fast acting yeast (if you're using active dry yeast make sure to activate it. see notes.)

10 g salt
For the oil flour mix

10 g bread flour

10 g coconut oil/vegetable oil (slightly warm if the oil is still in solid from)
To toast the bread

1⁄2 a stick of butter
Instructions
Making the dough
Into the bowl of your stand mixer, warm milk, warm water, and instant yeast. Let it sit for a minute or two to see if the yeast forms tiny bubbles on the edges. Instant yeast doesn't need to be activated but this way you can confirm your yeast is good.

If you're using active dry yeast, make sure to add the yeast to the warm milk and water mixture with a little bit of sugar and let it sit for about 10 minutes until yeast the mixture is nice and foamy. (don't add all the sugar as too much sugar can actually kill/slow down yeast)
Add butter, flour, and sugar—Knead to the mixer for 10 minutes. If kneading by hand, knead for about 20 minutes until the dough is very stretchy, soft, and pliable. 

Take the dough out of the mixer bowl, and shape it into a ball. Place it on the counter, cover it with a bowl, and let it double in size. This would take roughly an hour to 1.5 hours depending on your room temperature. Focus on the size of the dough rather than time.

When the dough has doubled in size, divide it into three equal pieces. Shape each dough piece into a ball. Cover the dough balls and let them rest for about 20 - 30 minutes.

Make the flour-oil mixture
Into a small cup/bowl, add oil and flour and mix it very well. Keep it aside. 

Shape the dough into Thati Paan
Take one dough ball out. Flatten it out using your hands or a rolling pin into a rectangle. The width should be roughly equal to the width of your bread pan.Use your bread pan as a guideline.

Roll the rectangular dough from top to bottom, into a log. Pinch the ends to seal the edges.  Also, cover the inside of the loaf pans with butter or oil

Flatten the dough a little bit with your palms. Transfer the dough to the loaf pan, seam side down, and push it to one side. Apply the oil-flour mixture on the visible side so it's easier to separate bread.

Repeat the process for the other two dough balls as well. Make sure to apply the oil-flour mixture between each dough so they don't stick together. (please watch the video)

Second Rise
Cover the loaf pan with plastic wrap and let it rise again until the dough has doubled in size. This would take roughly an hour - 1.5 hours depending on room temperature. Focus on the size of the dough, not the clock. Meanwhile make sure to preheat the oven to 400F/ 200C for about 20 mins.

Baking and Broiling
When they have properly risen, spray (or brush if you don’t have a spray) some water on the top of the bread. This will help the bread to rise better in the oven and make the top crusty.

Bake them in the oven for about 30 - 40 mins. This time varies from oven to oven. If you’re using a smaller convectional oven there is a chance that your bread browns quicker. Check on your bread after about 20 mins. If they seem to brown too quickly, transfer them to a lower rack and reduce the temperature a little bit or cover it with a piece of foil.

Separate each Thati paan carefully and lay them on a baking sheet. Turn on the broiler setting in the oven. Apply melted/softened butter or coconut oil on one side first. Then broil for about a minute or two until they get nice and brown. Keep watching as you broil them cause they can go from toasted to burnt very quickly.

Then turn the other side. Apply butter or coconut oil and broil again until nice and brown. Let the bread cool down on a cooling rack for a while before you cut them. So the crumbs can settle in.",Whole Wheat Sri Lankan Thati Paan,Snacks,Fried,20+ ,"Breakfast,Dinner",Western,Healthy
37,"Ingredients
Servings
25
Sauce

375 g pitted Dates, roughly chopped

2 cup White vinegar/coconut vinegar ((adjust to your taste. see notes*))

2 tbsp black mustard seeds

5 cloves of garlic

1 inch cube of ginger

1 1⁄2 tbsp chili powder (reduce if you don't like heat)

1⁄2 tsp cinnamon powder (Preferably Ceylon cinnamon)

1 1⁄2 tsp salt (adust to your taste)

2⁄3 cup Dark brown sugar/Brown Sugar
Vegetables, Mix-ins

650 g Shallots/Pearl onions* (see notes)

300 g Carrot, peeled and cut into thick 1 inch long strips or wedges

100 g pitted dates, chopped into bite size pieces

100 g green chilies slitted

250 g Banana peppers cut into 2cm thick slices
Instructions
Add chopped dates (in the sauce section in the ingredient list) into a bowl and add 1 1/2 cups vinegar. 


Add mustard seeds and 2 tbsp of vinegar to the mortar and pestle (or to a small bowl).  Let both dates and mustard seeds soak for about 2 hours or at least until you ready your other ingredients.

after 2 hours, grind the mustard in the mortar and pestle until it's creamy. You can use a small grinder for this as well. But I notice that they become creamier when you do it in mortar and pestle.


Into your blender, add the dates along with the vinegar that you used to soak them earlier, garlic, ginger, chili powder, cinnamon powder, and 1 tsp of salt. (you can adjust the salt later)*

Blend it until the mixture is smooth and doesn't have any solid pieces.


some people also like to add a small piece of lime pickle (lunu dehi) when making this sauce. I usually omit this. You can add if you like the taste.
Add the blended mixture to a large clay pot or to a Dutch oven. Also, add ground mustard seeds and dark brown sugar. Mix and taste. Add the rest of the vinegar and salt, little by little, to balance the sweetness of the mixture. If the sauce is too sweet, add a little vinegar; if you got it too vinegary, add a little bit of brown sugar. 

Bring the sauce to a simmer or until it bubbles slowly on the surface. Turn off the heat and let it cool down for about 5 - 10 minutes.


Some people like to skip the cooking part and directly mix the vegetables with blended sauce. This way you can preserve the color of vegetables a little bit better. But heating the sauce makes the raw garlic and ginger flavor goes away and flavors meld better together. Either way is fine.
Mix carrots, shallots, banana peppers, green chilies and chopped dates with the sauce.


Let it cool down. Cover and let it sit overnight for the vegetables to soften and for flavors to develop. The next day you'd see that vegetables have oozed out more liquid and that your sauce has thinned out. This is totally fine. Give it a good mix before you serve. Store leftovers in a sterile jar. 

",Sri Lankan Malay Pickle,Salads,Spicy Flavour,10-20,"Lunch,Breakfast,Dinner",Western,Healthy
38,"Ingredients
Servings
8

20 g seedless tamarind

3 tbsp warm water

1 kg Onions* (1kg = a little over 2 pounds = about 5 yellow onions)

1⁄4 cup Coconut Oil (or any neutral oil)

6 pieces of cinnamon (3 inch long each)

10 Cardamom pods

6 cloves

2 large sprigs of curry leaves

1 small pandan leaf broken into pieces

1 tbsp chili flakes

1⁄2 tbsp chili powder

1 tsp turmeric powder

1 1⁄2 tsp Salt (adjust to your taste)

1 tbsp Sugar (adjust to your taste)
Instructions
Add tamarind and warm water into a small bowl. Set it aside to soak.

Thinly slice onions. Add them to a large mixing bowl. Add chili flakes, chili powder, and turmeric powder to the bowl. Mix well with onions.

Squeeze tamarind in warm water using your fingers to make it a thick saucy pulp. Discard any seeds and skin.

Heat a large saute pan or a wok and add oil to it. When the oil starts to heat up, add cinnamon sticks, cardamom, and cloves. Let them heat in oil for a few seconds. Then add curry leaves and pandan leaves. (Be careful. Curry leaves and pandan leaves splatter in oil. You can close the pan with a lid for a few seconds for this)

Add onions and saute until onions become wilted. Then add salt, mix, and cook until there's no moisture left in the pan. Mix from time to time to avoid the bottom layer of onions from burning.

Add tamarind pulp. Mix well with onions. Cook on medium-low heat, uncovered until onions are jammy in texture and some onion slices are caramelized.

Add sugar. Start with a little bit and increase until the onions are not sour in taste. Sourness should be balanced with sweetness. If the Seeni sambol is too sour, add more sugar. If it's too sweet, add a little bit of tamarind. Also adjust salt if needed.

Saute and cook until the onions are darker in color and jammy in texture. You can stop the cooking process at any point you like. More moisture you remove from the onions more time it'd last without going bad.

Let the Seeni Sambol cool completely before storing it. Check the description for serving ideas.",Sri Lankan Seeni Sambol,Curries,Spicy Flavour,10-20,"Breakfast,Dinner",Western,Healthy
39,"Ingredients
Servings
4

200 g green beans

2 medium yucan gold potatoes

1⁄4 of an onion finely chopped (shallots are better if you have any)

2 cloves of garlic chopped

2 green chilies sliced

1 small pandan leaf broken into pieces

1 sprig of curry leaves

1⁄8 tsp fenugreek seeds

2 pieces of ceylon cinnamon (about 2 inches long each)

1⁄4 tsp turmeric powder (add more if you like the curry more yellow)

1 tsp curry powder (I use Sri Lankan unroasted curry powder)

1 tsp Maldive fish flakes (optional but highly recommend)

3⁄4 tsp salt (adjust to your taste)

1 1⁄2 cup diluted coconut milk (1 part canned coconut milk + 3 parts water)

1⁄3 cup thick coconut milk (directly from the can without diluting)

5 curry leaves to add at the end (optional, for aroma)
optional

a few drops of lime juice (see notes)
Instructions
Cut green beans into long (2 inch roughly) slices. Cut the potatoes into thin slices as well. They both should have roughly the same thickness. 

Add everything into a deep pot except for a few curry leaves and, thick coconut milk. Mix well.

Put on the stove and cook on medium heat until coconut milk starts to simmer. 

Then turn the heat to low. Put the lid on the top of the pot but leave some space so the steam can escape. Cook until potatoes are about 90% cooked. Make sure to mix from time to time to stop the curry from bubbling and spilling over.

Then add thick coconut milk, curry leaves (break them to release more aroma) and mix gently with everything else. Once the curry starts to simmer, turn off the heat.

optional step
Serve with another tangy/citrusy dish to cut through the creaminess (read the serving ideas part in description). If you're serving the curry alone with rice, you can add a few drops of lime juice to the curry to bring some freshness to it.",Green Bean and Potato Curry,Curries,Kirata(Using Coconut Milk),10-20,"Lunch,Breakfast,Dinner",Western,Healthy
40,"Ingredients
Servings
4

80 g grated or shredded fresh coconut

1⁄3 cup thinly sliced Pearl onions/Asian shallots/red onion (1/3 cup = 5 pearl onions)

1 green chili thinly sliced

1⁄2 tsp coarse ground black pepper

1⁄2 tsp salt (adjust to your taste)

1 tbsp Maldives fish chips (optional)

1⁄4 of a large lime for lime juice

80 g Gotu kola leaves with stalks (around 2 cups when sliced)

1⁄2 of a tomato sliced or diced*
Instructions
Wash and clean Gotu kola. Dry them off using a salad spinner. Or leave them in a colander to drain all water out. Make the leaves and stalks into a bundle and slice them thinly. Make sure to use a sharp knife so you won't bruise the leaves. (You can cut them into thicker slices too)

Into a bowl, add coconut, onions, green chili, black pepper, salt, Maldive fish chips, and lime juice. Mix very well with your fingers (wear gloves). 

Then add chopped Gotu kola leaves and tomato. Mix gently but thoroughly without bruising the leaves.  Adjust salt and lime to your taste.",Sri Lankan Gotu Kola Sambol,Salads,Salads,10-20,"Lunch,Breakfast,Dinner",Western,Healthy
41,"Ingredients
Servings
2

2 tbsp Butter

2 large cloves of garlic chopped

1 sprig of curry leaves broken into pieces

1 medium carrot sliced

1 celery stalk sliced

1⁄2 of a leek sliced* (only use the white and tender green part)

1⁄4 cup finely chopped cabbage* (optional)

1⁄4 tsp salt (you can adjust salt at the end to your taste.)

2 tbsp red lentils, washed and drained (add more if you like the soup thicker)

1 medium potato diced

1 medium tomato diced

3.5 cup chicken or vegetable broth/stock (3.5 cups = 29oz of)

3⁄4 cup egg noodles or ramen noodles

1⁄2 tsp freshly ground black pepper
Instructions
Heat a soup pot and add butter into it. Keep the heat medium. Add garlic and and curry leaves. Sauté until garlic turns soft. (curry leaves splatter when added to hot butter. be careful)

Add carrot, leeks, celery and cabbage (sliced green bean is also a common vegetable that you can add). Also add salt (do not add too much as many broths contain salt). Sauté until leeks turns wilted and soft. 

Then add potatoes, tomatoes and red lentils. Sauté for about a minute. Add the broth. Mix everything. Cover and simmer until all the potatoes are fully cooked and mashable. Turn off the heat.

Now using an emersion blender, blend the soup until about half of the vegetable pieces are blended*. (Or you can transfer half of the soup to a regular blender and blend it)

Turn the heat back on and bring the soup to simmer. Add noodles. Cook until noodles are about 80% cooked (it will continue to cook with the residual heat). Add black pepper and turn off the heat. Adjust salt if necessary.

Notes
1/2 of a leek roughly equals to 2/3 cup of sliced leeks. 
Do not add too much cabbage as it can make the soup smell bad.
There's no real measurements you have to follow for noodles. If you like more noodles, you can add more. If you like less you can add less. It's all about personal preference. Please read the ""can I make it in advance"" section on the description to read more about adding noodles.
If you like a smoother soup you can blend the whole soup. Or if you like it more chunky blend it a little bit or you could leave it without blending at all.",Sri Lankan Vegetable Soup,Soups,Salads,10-20,"Lunch,Breakfast,Dinner",Western,Healthy
42,"Ingredients
Servings
4
to make rice

5 cardomom

5 cloves

5 cloves of garlic

1 piece of ginger (about 1 inch cube)

1 tbsp Butter (both salted and unsalted are fine)

2 pieces of cinnamon (about 3 inches long each)

1⁄2 tsp black peppercorns

2 sprigs of curry leaves

1 small pandan leaf broken into pieces

1⁄2 of a yellow onion

1⁄2 tsp turmeric powder

11⁄2 tsp salt (adjust to your taste)

1.5 lb chicken bone-in (I use drumsticks - skin on)

1 2⁄3 cup water

2 cup basmati rice, washed and drained

1⁄4 cup coconut milk (substitute: water)
For the vegetable stir-fry

1 tbsp butter

1 cup julienned or grated carrot

1⁄2 cup thinly sliced green beans

1 cup thinly sliced leeks

salt to your taste
Other

2 tsp lime juice (lemon pepper seasoning works too)

salt to sprinkle chicken with (to your taste)

oil spray (I use avocado oil)

1⁄3 cup fried/toasted cashews for garnishing
Instructions
Add cardamom pods* and cloves into the mortar and pestle. Crush them until they become a coarse powder. Remove cardamom shells if necessary. Add ginger and garlic cloves. Crush them into a rough paste. (do not make it into a smooth paste. It can burn quickly in the instant pot)


Turn on the saute mode in your instant pot, and set the temperature to medium. Heat butter. Add cinnamon stick, whole black peppercorns, curry leaves, and pandan leaves. Saute for a few seconds. Then add onions. Cook onions until they become sweaty. Then add the ginger garlic spice paste you just made. Saute until they become light brown on the edges. (add a touch of water if you feel like the mixture is sticking too much to the pot)


Then add turmeric powder and salt (you get the chance to adjust the salt in a later step). Add chicken pieces in. Saute for about 30 seconds. 


Add water. Cover the pot. Pressure cook on high pressure for 8 mins. (Turn on the pressure cook mode. Select high pressure and adjust the timer to 8 mins and press start.)


When the timer is up, let the pressure release naturally. Open the lid. Remove chicken pieces to a separate plate using tongs.


Add washed-drained rice and coconut milk to the instant pot. Mix. Taste the broth and it should taste salty. if not add a little bit more salt. Close the lid and press the ""rice"" button or pressure cook on low pressure for 12 minutes.


Stir-frying vegetables and mixing with rice
Do these steps while the rice is cooking.
Meanwhile, heat butter in a frying pan or a small wok. When butter is melted add carrot and green beans. When they become tender, turn off the heat. Add leeks and salt to your taste. Saute. The residual heat is enough to cook leeks.


When the rice is done, let the pressure release naturally. Add the vegetable stir-fry to the instant pot. Mix everything gently without breaking the rice grains. 


Air-frying chicken
Pre-heat the air-fryer to 400F for about 6 mins. 

Sprinkle salt and add lime juice over both sides of the chicken (You can also add black pepper and chili powder to your taste if you like the chicken spicy). Place them in the air-fryer basket. Cook for 3 - 5 mins, 400F until the skin is brown.


Garnish rice with roasted/fried cashews (fried onions are also a very good addition). Serve warm.

",Yellow Rice with Chicken and Vegetables,Rice,brown rice,20+ ,"Lunch,Dinner",Western,Healthy
